id,product_id,image_url,alt_text,is_primary,sort_order
94,78,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADYmpCeYrmZmDN3Uyq0mjxOmzYFb1_AAKDD2sbNU8RUmHnY1fzft6wAQADAgADeAADPAQ,,false,2
95,79,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADY2pCe-iSYAQUHfIDJoIHnX1pIxY3AAKLD2sbNU8RUk_fGIrb7_tbAQADAgADeAADPAQ,,true,0
96,81,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADZGpCfX21vzRbM6QyozKSUuFYSoUyAAKMD2sbNU8RUvjRV6WQSXAkAQADAgADeAADPAQ,,true,0
97,82,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADZWpCf1iqAAHA2I4mRZy8cb7w6yZKZgAClA9rGzVPEVKJ8pR5ErO-MwEAAwIAA3gAAzwE,,true,0
98,80,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADZmpCf44XT68sCAQBPZ4sbgMVhd5TAAKWD2sbNU8RUoxTGKWNJmF3AQADAgADeQADPAQ,,true,0
99,83,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADZ2pCgRqJU1UyCYdSr6MUxso7ReIYAAKdD2sbNU8RUkLhndnmwabZAQADAgADeAADPAQ,,true,0
100,83,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADaGpCgRtFncoSDNwX6U9iMaCzvgZ5AAKeD2sbNU8RUpnGfZw_RNBBAQADAgADeAADPAQ,,false,1
101,83,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADaWpCgRuetVHkEx2ByQJUwtC7chuLAAKfD2sbNU8RUlVQVCSB-zZuAQADAgADeAADPAQ,,false,2
102,84,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADampCgsdQ9Wa8EScmqeAOxKoQkUjCAAKlD2sbNU8RUizLc1Qm8PgTAQADAgADeAADPAQ,,true,0
103,85,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADa2pChCd2296SlExvxOrjNbGWFmY0AAKnD2sbNU8RUg9kz1ewoDBCAQADAgADeAADPAQ,,true,0
104,85,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADbGpChCirvrDvAWRqs4YsGqTqLTfFAAKoD2sbNU8RUqsWIGw_yzXkAQADAgADeQADPAQ,,false,1
